Dispatching_base_num,Pickup_date,Affiliated_base_num,locationID
B02598,16-05-2015 20:30,B02598,137
B02598,19-01-2015 05:32,B02598,48
B02617,26-06-2015 16:03,B02617,79
B02682,16-06-2015 14:21,B02682,66
B02598,30-01-2015 21:31,B02598,114
B02764,21-05-2015 08:17,B02764,170
B02682,13-06-2015 00:19,B02682,158
B02764,28-01-2015 07:31,B02764,229
B02682,06-02-2015 23:22,B02682,224
B02764,10-02-2015 08:26,B02770,218
B02512,02-05-2015 18:36,B01877,255
B02598,10-01-2015 00:23,B02598,234
B02682,14-04-2015 15:33,B02682,114
B02764,11-01-2015 00:07,B02764,249
B02764,04-05-2015 09:22,B02764,239
B02764,15-03-2015 20:18,B02764,182
B02682,25-06-2015 14:01,B02682,90
B02764,21-01-2015 17:21,B02764,263
B02764,17-04-2015 08:32,B02764,140
B02682,29-06-2015 01:24,B02682,141
B02617,10-06-2015 19:01,B02617,237
B02512,26-05-2015 20:36,B02765,236
B02764,11-05-2015 22:20,B02764,132
B02617,21-05-2015 16:44,B02617,49
B02617,23-05-2015 09:49,B02764,185
B02764,14-02-2015 14:13,B02764,142
B02764,02-03-2015 16:08,B00448,123
B02764,30-01-2015 23:39,B01087,80
B02764,24-03-2015 11:19,B02764,132
B02764,05-06-2015 16:37,B02765,132
B02765,31-05-2015 21:10,B02765,262
B02764,27-03-2015 14:36,B02764,211
B02617,20-04-2015 11:00,B02617,142
B02764,03-05-2015 01:01,B02764,234
B02598,27-06-2015 22:01,B02598,166
B02764,19-02-2015 23:28,B02764,237
B02764,28-06-2015 18:20,B02764,87
B02764,14-06-2015 19:08,B02764,137
B02764,22-06-2015 08:55,B02202,66
B02682,03-03-2015 18:20,B02764,106
B02598,21-06-2015 22:01,B02598,100
B02617,03-06-2015 13:53,B02617,79
B02764,12-04-2015 17:48,B02764,230
B02764,24-06-2015 11:42,B02764,138
B02617,12-02-2015 23:30,B02617,255
B02598,30-05-2015 13:44,B02598,43
B02764,18-03-2015 17:46,B00412,237
B02764,09-06-2015 00:36,B02764,163
B02682,10-06-2015 22:35,B02623,140
B02764,31-01-2015 21:24,B02764,68
B02764,06-06-2015 23:27,B02764,74
B02764,28-06-2015 21:31,B02769,170
B02617,23-01-2015 00:55,,142
B02598,08-04-2015 22:42,B02598,100
B02682,26-04-2015 18:56,B02682,220
B02598,18-06-2015 17:04,B02598,161
B02682,09-05-2015 02:09,B02682,13
B02764,27-03-2015 19:47,B01875,246
B02682,18-04-2015 10:40,B02682,35
B02764,24-01-2015 08:45,B00272,230
B02682,21-06-2015 17:54,B02682,162
B02682,20-04-2015 16:24,B02682,262
B02598,03-04-2015 21:27,B02598,113
B02764,23-01-2015 20:35,B00271,234
B02764,20-06-2015 09:24,B02764,151
B02764,09-01-2015 00:36,B00272,25
B02764,29-06-2015 00:43,B02764,90
B02682,22-02-2015 21:33,B02682,233
B02764,17-02-2015 22:30,B02764,138
B02682,05-02-2015 08:09,B02682,181
B02764,26-02-2015 19:27,B02764,48
B02765,31-03-2015 23:59,B02765,263
B02764,10-06-2015 19:52,B02788,49
B02765,23-03-2015 20:52,B02765,229
B02764,13-05-2015 21:25,B02789,239
B02764,08-03-2015 21:00,B01998,262
B02682,27-06-2015 00:28,B02682,140
B02682,28-06-2015 17:47,B02682,141
B02682,19-05-2015 19:43,B02682,246
B02764,13-03-2015 11:21,B02764,158
B02764,29-04-2015 14:18,B02764,141
B02682,19-05-2015 13:16,B02617,232
B02764,17-05-2015 02:12,B02764,28
B02598,27-03-2015 03:54,B02598,144
B02764,13-01-2015 06:47,B02764,256
B02617,26-03-2015 08:45,B02617,246
B02512,20-05-2015 22:40,B02512,114
B02764,23-05-2015 09:04,B02682,13
B02764,25-04-2015 12:13,B02764,237
B02682,23-03-2015 17:33,B02617,230
B02764,09-03-2015 09:17,B02764,229
B02682,10-01-2015 19:16,B02682,231
B02512,02-06-2015 06:36,B02598,237
B02764,01-04-2015 21:30,B02764,256
B02598,02-02-2015 17:14,B02774,162
B02764,05-06-2015 16:46,B02843,236
B02764,16-02-2015 11:29,B02764,65
B02598,21-02-2015 15:49,B02598,90
B02765,23-04-2015 19:36,B02765,163
B02764,07-02-2015 16:25,B02682,237
B02682,28-05-2015 23:15,B02765,125
B02598,04-05-2015 11:18,B02598,138
B02617,19-06-2015 18:25,B02617,68
B02764,10-03-2015 08:46,B02764,246
B02682,05-03-2015 01:08,B02682,181
B02682,11-02-2015 22:09,B02682,68
B02598,17-04-2015 12:59,B02598,181
B02764,09-05-2015 10:19,B02764,134
B02764,04-04-2015 01:17,B02682,162
B02682,08-01-2015 03:47,B02729,79
B02764,08-02-2015 03:54,B02715,143
B02617,28-03-2015 11:37,B02617,61
B02682,24-06-2015 15:59,B02682,162
B02512,08-05-2015 12:16,B02682,161
B02764,08-05-2015 07:16,B02764,55
B02764,26-05-2015 08:18,B01998,238
B02764,18-04-2015 07:52,B02764,152
B02764,04-04-2015 22:20,B02637,223
B02598,15-02-2015 13:13,B02598,90
B02598,09-04-2015 18:14,B02598,148
B02598,21-02-2015 10:34,B02598,87
B02764,19-05-2015 11:58,B02764,92
B02764,12-01-2015 14:46,B00448,148
B02598,05-01-2015 16:18,B02598,170
B02598,31-01-2015 19:26,B02729,224
B02598,10-01-2015 20:01,B02598,213
B02764,23-02-2015 22:01,B02764,13
B02764,24-03-2015 10:52,B02789,246
B02764,04-04-2015 14:51,B02764,236
B02617,08-03-2015 05:39,B02617,40
B02682,01-05-2015 20:29,B02682,49
B02682,18-06-2015 13:39,B02682,246
B02598,01-05-2015 10:53,B02729,262
B02598,28-04-2015 23:17,B02598,249
B02764,16-01-2015 18:16,B02764,7
B02764,14-02-2015 20:52,B02764,211
B02764,10-06-2015 20:28,B02764,255
B02682,10-06-2015 18:36,B02682,211
B02682,16-05-2015 23:19,B02682,62
B02765,06-04-2015 04:26,B02765,249
B02764,01-01-2015 04:47,B02764,80
B02764,25-04-2015 18:42,B02764,61
B02617,30-04-2015 17:21,B02682,237
B02764,16-04-2015 21:17,B02764,119
B02764,25-02-2015 11:32,B02764,68
B02764,23-05-2015 17:49,B02764,160
B02764,13-03-2015 14:05,B02617,61
B02617,27-01-2015 16:43,B02617,79
B02765,04-05-2015 08:08,B02598,210
B02764,01-04-2015 20:54,B02764,88
B02765,26-02-2015 14:31,B02765,237
B02682,08-02-2015 07:55,B02682,231
B02617,18-05-2015 17:02,B02617,112
B02765,10-04-2015 20:47,B02765,161
B02598,14-03-2015 18:09,B02598,148
B02764,30-04-2015 01:32,B02764,229
B02765,18-05-2015 10:37,B02216,164
B02764,11-01-2015 16:08,B02764,21
B02764,17-02-2015 15:12,B01998,125
B02682,12-06-2015 20:35,B02682,181
B02764,23-06-2015 01:31,B02764,186
B02765,01-05-2015 14:40,B02765,157
B02765,30-04-2015 09:12,B02765,144
B02598,25-03-2015 11:42,B02598,237
B02682,21-02-2015 23:56,B02682,164
B02682,31-05-2015 00:10,B02682,238
B02764,27-02-2015 17:24,B00446,237
B02764,02-02-2015 17:28,B02764,164
B02764,11-03-2015 21:13,B02764,112
B02765,25-02-2015 19:43,B00053,161
B02617,14-05-2015 10:29,B02617,249
B02598,28-05-2015 20:23,B02774,114
B02617,11-02-2015 09:45,B02617,200
B02764,04-03-2015 22:36,B02764,137
B02598,28-06-2015 14:28,B02598,85
B02764,28-03-2015 19:41,B02764,179
B02682,11-01-2015 22:42,,132
B02682,29-03-2015 20:24,B02499,132
B02764,01-06-2015 22:40,B02617,189
B02617,13-06-2015 18:00,B02617,125
B02764,10-02-2015 13:51,B02764,79
B02764,11-04-2015 19:54,B00296,43
B02764,19-05-2015 08:26,B02682,113
B02764,17-05-2015 12:08,B02764,42
B02512,11-03-2015 09:41,B01976,107
B02764,09-02-2015 20:18,B02764,138
B02764,23-01-2015 13:07,B02682,66
B02682,12-05-2015 14:14,B02682,263
B02682,12-01-2015 18:30,B02682,162
B02764,07-03-2015 20:30,B02764,76
B02682,15-04-2015 04:32,B02682,112
B02764,12-05-2015 21:29,B02764,236
B02764,10-04-2015 18:09,B02788,236
B02764,19-02-2015 22:35,B02764,223
B02682,23-06-2015 15:09,B02682,236
B02764,21-03-2015 19:41,B02764,68
B02598,16-04-2015 08:30,B02598,17
B02764,02-04-2015 15:20,B01197,231
B02764,17-05-2015 14:14,B02764,249
B02617,30-01-2015 00:06,B02764,162
B02682,20-04-2015 17:43,B02682,246
B02682,02-06-2015 17:58,B02682,161
B02682,17-05-2015 11:43,B02682,107
B02764,02-01-2015 17:14,B00111,48
B02764,19-06-2015 08:06,B02764,36
B02765,08-02-2015 14:48,B02765,230
B02764,28-06-2015 17:28,B02835,256
B02764,01-03-2015 04:29,B02764,234
B02617,12-01-2015 18:13,B02617,100
B02682,20-01-2015 21:26,B02764,74
B02617,19-05-2015 22:00,B02617,132
B02764,03-01-2015 06:50,B02764,48
B02765,14-06-2015 21:14,B02765,246
B02764,01-03-2015 21:57,B02764,140
B02764,28-05-2015 13:44,B02003,164
B02764,31-03-2015 00:33,B02764,230
B02764,23-01-2015 22:49,B00477,33
B02764,08-03-2015 19:15,B02764,234
B02617,02-05-2015 17:12,B02617,80
B02617,23-01-2015 07:03,B02617,141
B02764,23-03-2015 19:27,B02699,148
B02682,18-04-2015 22:19,B02682,141
B02682,07-02-2015 03:01,,68
B02617,16-04-2015 20:40,B02617,164
B02764,06-06-2015 13:22,B02682,137
B02682,27-03-2015 00:15,B02682,107
B02764,22-05-2015 10:46,B02764,255
B02764,13-05-2015 09:18,B02764,262
B02617,05-01-2015 07:15,B02617,100
B02764,07-03-2015 12:20,B01998,79
B02598,03-02-2015 17:35,B02598,186
B02765,08-04-2015 17:33,B02788,61
B02617,19-01-2015 16:02,B02617,107
B02598,13-02-2015 18:14,B02598,211
B02598,21-02-2015 02:10,B02598,234
B02598,08-03-2015 09:43,B02598,68
B02764,30-06-2015 06:38,B02764,113
B02764,24-02-2015 22:37,B02764,36
B02764,26-01-2015 03:12,B02764,45
B02682,22-01-2015 18:51,B02682,231
B02764,20-02-2015 17:15,B02764,256
B02598,16-01-2015 18:44,B02617,90
B02598,01-05-2015 20:59,B02598,48
B02764,27-06-2015 01:00,B02764,159
B02764,23-04-2015 20:48,B02764,90
B02598,02-04-2015 15:51,B02598,233
B02764,14-02-2015 19:01,B02764,236
B02682,19-06-2015 11:29,B02682,237
B02682,06-02-2015 20:30,B02682,144
B02764,24-05-2015 14:56,B02764,62
B02617,07-02-2015 20:48,,234
B02682,31-05-2015 13:56,B02682,243
B02764,24-02-2015 10:28,B02788,230
B02764,15-04-2015 08:49,B02789,164
B02765,29-03-2015 18:35,B01970,236
B02617,03-03-2015 18:18,B02617,141
B02765,15-02-2015 16:42,B02765,161
B02512,09-05-2015 12:08,B02512,144
B02682,29-06-2015 05:45,B02682,162
B02765,16-06-2015 10:24,B02765,226
B02598,25-01-2015 19:24,B02598,90
B02682,22-03-2015 18:53,B02682,230
B02764,13-06-2015 16:59,B02764,75
B02682,03-05-2015 20:06,B00053,144
B02617,07-04-2015 20:04,B02617,161
B02682,26-01-2015 09:26,B02682,68
B02764,16-01-2015 09:30,B02101,79
B02682,19-06-2015 09:12,B02682,143
B02764,22-01-2015 17:12,B02764,79
B02764,09-03-2015 21:49,B00271,138
B02764,17-04-2015 01:25,B02598,148
B02617,23-03-2015 12:42,B02617,238
B02764,10-03-2015 16:58,B02729,186
B02764,09-04-2015 08:03,B02764,79
B02764,15-02-2015 16:58,B02764,79
B02682,12-06-2015 17:57,B02682,230
B02764,06-03-2015 18:16,B02764,90
B02682,06-06-2015 09:07,B02682,158
B02682,03-04-2015 18:55,B02682,237
B02617,17-05-2015 09:46,B02617,142
B02682,03-06-2015 09:11,B02598,186
B02764,27-05-2015 14:12,B02682,113
B02682,11-04-2015 18:34,B02682,90
B02617,26-06-2015 09:32,B02617,92
B02764,11-04-2015 00:03,B02764,148
B02617,11-03-2015 15:29,B02617,137
B02598,14-03-2015 12:27,B02598,179
B02764,28-01-2015 10:45,B02764,50
B02617,30-01-2015 17:34,B02598,236
B02512,21-02-2015 17:19,B02512,132
B02682,11-03-2015 19:33,B02682,113
B02765,10-04-2015 23:27,B02765,234
B02598,28-01-2015 20:48,B02764,144
B02682,23-03-2015 08:23,B02682,26
B02682,23-03-2015 21:37,B02682,143
B02682,07-03-2015 16:26,B02682,89
B02617,16-06-2015 15:11,B02617,181
B02598,31-03-2015 14:26,B02598,158
B02764,17-03-2015 20:14,B02764,163
B02764,25-02-2015 14:44,B02764,143
B02764,16-01-2015 22:43,B02764,144
B02764,02-06-2015 07:39,B02764,239
B02764,17-05-2015 01:49,B02764,148
B02682,24-05-2015 03:49,B02682,186
B02682,22-05-2015 11:23,B02682,138
B02617,10-05-2015 16:56,B02617,249
B02764,29-04-2015 06:39,B02764,4
B02617,20-05-2015 12:24,B02765,234
B02598,10-06-2015 10:04,B02598,87
B02617,09-04-2015 11:11,B02617,158
B02617,18-06-2015 21:33,B02617,24
B02598,11-06-2015 21:02,B02765,79
B02764,13-05-2015 06:11,B02764,7
B02682,25-05-2015 12:50,B02682,263
B02682,22-05-2015 23:23,B02682,42
B02764,21-03-2015 16:57,B02729,239
B02682,23-01-2015 17:50,B01877,211
B02682,14-03-2015 01:16,B02682,147
B02598,03-02-2015 18:10,B02598,143
B02764,13-03-2015 00:04,B02764,163
B02765,14-03-2015 11:54,B02765,181
B02764,29-06-2015 06:39,B02764,236
B02765,28-05-2015 19:03,B02253,231
B02764,25-02-2015 22:36,B02765,74
B02764,19-04-2015 02:37,B02764,114
B02765,06-06-2015 00:36,B00789,164
B02765,02-05-2015 19:47,B02765,90
B02617,22-01-2015 17:06,B02617,79
B02682,17-02-2015 17:49,B01899,26
B02682,13-04-2015 21:02,B02682,144
B02682,10-05-2015 00:12,B02682,234
B02764,30-03-2015 10:02,B00446,79
B02765,06-04-2015 22:41,B02682,230
B02765,15-02-2015 02:12,B02765,158
B02764,25-02-2015 18:37,B02764,254
B02617,09-02-2015 07:53,B02617,112
B02598,02-02-2015 19:36,B02598,229
B02764,03-06-2015 19:17,B02345,236
B02682,07-03-2015 02:55,B02764,125
B02617,11-03-2015 12:14,B02617,70
B02764,19-01-2015 01:01,B02764,79
B02617,02-05-2015 09:24,B02764,112
B02764,24-04-2015 23:10,B02764,142
B02598,13-01-2015 19:53,B02598,189
B02682,30-06-2015 17:12,B02682,162
B02764,05-02-2015 17:38,,49
B02617,20-03-2015 18:13,B02764,13
B02765,09-06-2015 15:45,B00111,246
B02764,22-02-2015 10:07,B02764,68
B02764,04-02-2015 20:03,B00477,162
B02764,03-06-2015 22:25,B00014,48
B02598,09-06-2015 08:07,B02598,226
B02764,25-03-2015 21:53,B02764,148
B02764,25-05-2015 18:39,B02764,70
B02764,18-02-2015 12:37,B02764,48
B02598,07-02-2015 23:27,B02598,158
B02764,13-05-2015 14:13,B02764,189
B02764,06-04-2015 14:04,B02765,66
B02764,30-01-2015 21:58,,229
B02764,22-02-2015 18:56,B02789,116
B02617,30-03-2015 15:24,B02617,25
B02765,28-02-2015 20:41,B02765,229
B02764,01-05-2015 19:29,B02764,132
B02764,12-01-2015 18:21,B02764,230
B02598,13-02-2015 16:04,B02682,87
B02682,26-02-2015 10:19,B02764,239
B02682,09-03-2015 21:09,B02682,233
B02617,08-04-2015 00:46,B02617,132
B02682,07-06-2015 17:08,B02682,97
B02765,17-02-2015 10:52,B02765,142
B02764,16-06-2015 22:25,B02764,234
B02617,29-05-2015 19:10,B02617,163
B02682,17-05-2015 18:39,B02617,162
B02764,26-04-2015 01:00,B02764,113
B02598,14-03-2015 19:40,B02598,141
B02764,21-04-2015 23:09,B02764,138
B02682,13-05-2015 20:21,B02682,246
B02764,10-04-2015 08:56,B02764,163
B02764,25-05-2015 15:38,B02765,198
B02765,10-05-2015 17:57,B02765,211
B02764,21-01-2015 01:37,B00227,48
B02764,05-06-2015 19:31,B02764,232
B02682,26-05-2015 10:01,B02682,163
B02764,19-04-2015 01:51,B02774,107
B02617,28-03-2015 12:59,B02682,100
B02598,22-06-2015 23:32,B02682,66
B02682,16-06-2015 05:35,B02682,48
B02598,17-04-2015 12:28,B02764,181
B02764,16-01-2015 18:48,B02764,238
B02764,10-05-2015 16:08,B00789,186
B02764,16-03-2015 22:42,B01998,249
B02764,07-05-2015 22:52,B02764,87
B02682,19-05-2015 11:08,B02682,33
B02682,02-04-2015 06:56,B02682,243
B02764,18-05-2015 19:03,B02764,234
B02764,30-05-2015 17:40,B01949,256
B02764,04-03-2015 19:11,B01899,141
B02682,28-04-2015 19:50,B02764,148
B02682,24-06-2015 18:49,B02682,144
B02764,21-04-2015 08:57,B02764,186
B02764,19-03-2015 10:06,B02764,148
B02598,06-05-2015 14:34,B02598,162
B02682,08-04-2015 09:45,B02617,4
B02764,15-04-2015 15:36,B02764,181
B02764,16-03-2015 10:03,B02764,148
B02682,23-06-2015 07:43,B02682,45
B02617,18-06-2015 17:32,B02617,231
B02764,08-05-2015 19:43,B02764,234
B02682,26-05-2015 18:56,B02682,107
B02764,04-06-2015 06:24,B02764,232
B02682,09-01-2015 23:08,B02764,80
B02682,04-03-2015 16:01,B02682,170
B02764,10-06-2015 23:23,B02764,164
B02764,27-03-2015 22:44,B02682,255
B02764,27-03-2015 03:11,B02765,163
B02617,30-01-2015 20:26,B02617,4
B02682,30-05-2015 03:44,B02788,145
B02512,10-02-2015 20:49,B02512,168
B02617,10-03-2015 23:39,B02617,224
B02682,10-05-2015 16:06,B02682,236
B02682,03-06-2015 22:23,B02682,141
B02764,07-01-2015 07:20,B02764,238
B02764,28-05-2015 18:03,B02764,231
B02765,30-05-2015 09:21,B00280,231
B02682,25-06-2015 23:21,B02764,16
B02764,24-04-2015 23:20,B02764,113
B02765,21-05-2015 16:52,B02764,161
B02764,28-01-2015 21:36,B00789,162
B02764,14-05-2015 20:23,B02764,211
B02764,03-04-2015 19:14,B02764,256
B02764,28-04-2015 08:12,B02764,113
B02764,27-05-2015 10:26,B01877,158
B02765,07-05-2015 10:46,B02682,80
B02682,05-05-2015 05:26,B02682,185
B02765,17-02-2015 20:47,B02749,246
B02617,09-02-2015 20:56,B02617,73
B02764,30-05-2015 21:33,B02507,97
B02682,12-06-2015 22:19,B02682,137
B02682,06-06-2015 10:57,B02682,236
B02682,19-04-2015 04:11,B02682,161
B02598,07-01-2015 10:23,B02598,140
B02617,28-04-2015 11:42,B02682,132
B02682,11-01-2015 00:07,B02682,79
B02764,13-01-2015 20:04,B02764,161
B02764,05-02-2015 02:14,B02764,80
B02764,16-06-2015 00:24,B02780,148
B02764,21-01-2015 22:50,B02764,48
B02764,09-04-2015 19:11,B02764,234
B02617,12-01-2015 07:23,B02617,175
B02617,08-01-2015 01:58,B02617,79
B02682,05-02-2015 10:47,B02682,163
B02764,13-05-2015 08:36,B02764,74
B02682,07-03-2015 20:54,B02617,49
B02764,20-02-2015 15:01,B02764,234
B02682,17-05-2015 13:08,B02682,33
B02764,12-06-2015 09:05,B02764,163
B02764,02-06-2015 22:59,B02764,255
B02682,24-06-2015 23:03,B02682,186
B02764,03-05-2015 03:27,B02764,79
B02617,11-03-2015 17:06,B02617,162
B02764,28-02-2015 17:48,B02764,230
B02764,21-04-2015 00:43,B00446,98
B02682,16-05-2015 16:46,B02682,162
B02765,23-02-2015 22:43,B02765,164
B02617,08-04-2015 19:58,B02617,100
B02682,06-02-2015 21:45,B02764,107
B02764,14-01-2015 09:09,B02764,249
B02617,22-02-2015 16:07,B02207,188
B02764,18-06-2015 23:17,B02003,249
B02764,29-03-2015 05:15,B02764,162
B02764,01-05-2015 01:42,B02764,142
B02765,17-04-2015 05:28,B02765,158
B02617,01-05-2015 21:43,B02617,37
B02682,14-06-2015 22:58,B02682,79
B02617,01-06-2015 07:06,B02617,42
B02598,27-02-2015 19:00,B02598,61
B02764,11-01-2015 01:56,B02764,114
B02764,23-02-2015 15:54,B02764,170
B02764,20-02-2015 05:20,B02764,129
B02765,10-05-2015 00:58,B02765,7
B02682,16-02-2015 16:06,B02682,229
B02617,17-01-2015 21:04,B02617,261
B02617,10-02-2015 10:05,B02617,61
B02764,21-02-2015 22:56,B02764,164
B02682,04-06-2015 09:10,B02682,171
B02764,01-04-2015 00:47,B02764,36
B02765,02-02-2015 17:09,B02729,161
B02682,07-06-2015 23:27,B02682,107
B02617,06-06-2015 00:31,B02617,107
B02598,14-04-2015 20:47,B02598,211
B02598,10-03-2015 23:41,B02598,137
B02682,27-05-2015 07:04,B02682,95
B02682,08-01-2015 01:20,B02764,17
B02764,18-01-2015 21:37,B02764,135
B02617,18-01-2015 01:46,B02617,79
B02682,20-06-2015 12:36,B02682,10
B02598,14-02-2015 22:05,B02598,79
B02764,27-04-2015 16:14,B02651,155
B02764,15-03-2015 17:33,B02764,141
B02764,18-05-2015 00:15,B02764,132
B02617,23-02-2015 14:57,B02617,229
B02764,24-01-2015 01:48,B02764,61
B02765,19-06-2015 22:56,B02682,95
B02764,11-02-2015 19:43,B02764,112
B02682,19-02-2015 14:58,B02715,25
B02617,10-01-2015 15:04,B02617,48
B02764,03-01-2015 01:55,B02764,148
B02764,07-01-2015 20:37,B00446,113
B02764,11-01-2015 15:57,B01087,239
B02764,09-06-2015 00:55,B00412,100
B02765,04-04-2015 16:38,B00789,79
B02617,31-05-2015 02:21,B02617,82
B02682,29-03-2015 20:46,B02682,61
B02764,21-06-2015 20:30,B02764,129
B02764,05-05-2015 18:18,B02764,249
B02598,18-01-2015 15:31,B02598,238
B02682,27-06-2015 17:50,B02765,186
B02682,02-02-2015 19:46,B02682,151
B02682,16-06-2015 09:05,B02682,236
B02617,22-03-2015 00:44,B02617,107
B02682,29-06-2015 04:27,B02682,158
B02682,16-04-2015 19:47,B02682,186
B02764,07-04-2015 21:47,B02774,107
B02764,01-03-2015 19:41,B02216,198
B02764,31-05-2015 12:37,B02764,13
B02617,24-04-2015 21:36,B02764,107
B02764,08-01-2015 23:27,B02764,211
B02598,15-02-2015 22:06,B02598,92
B02682,30-05-2015 01:41,B02764,255
B02682,09-06-2015 16:08,B02682,181
B02764,25-03-2015 18:59,B02764,107
B02617,27-02-2015 17:27,B02617,79
B02682,28-05-2015 06:16,B02682,132
B02764,10-06-2015 18:05,B02682,234
B02764,22-03-2015 16:18,B02764,189
B02682,04-04-2015 00:04,B02682,164
B02764,05-05-2015 23:30,B02764,114
B02682,06-02-2015 15:52,B02682,43
B02617,02-03-2015 15:59,B02617,163
B02764,16-06-2015 10:17,B02764,249
B02764,12-04-2015 15:59,B02764,68
B02764,17-03-2015 07:44,B02764,231
B02764,12-06-2015 23:50,B02764,107
B02682,24-04-2015 22:39,B02682,161
B02682,03-04-2015 13:50,B02729,198
B02617,17-03-2015 09:15,B02617,112
B02764,20-04-2015 23:49,B01367,148
B02765,23-02-2015 16:31,B02617,263
B02764,18-04-2015 20:00,B02682,148
B02682,13-06-2015 19:39,B02682,246
B02598,25-01-2015 18:37,B02598,114
B02764,07-05-2015 21:49,B02764,20
B02598,24-05-2015 17:19,B02765,234
B02764,28-02-2015 21:48,B02764,114
B02765,25-03-2015 18:38,B02764,224
B02617,15-02-2015 11:40,B02617,161
B02764,02-06-2015 20:45,B02682,125
B02598,09-01-2015 11:32,B02764,237
B02764,27-06-2015 11:56,B02682,229
B02764,25-06-2015 15:01,B02700,186
B02682,25-04-2015 23:04,B02682,231
B02598,19-03-2015 21:52,B02598,90
B02764,28-03-2015 21:37,B02764,144
B02764,19-03-2015 19:38,B02764,114
B02682,09-05-2015 15:03,B02682,256
B02764,04-04-2015 16:42,B02764,195
B02512,17-05-2015 03:22,B02512,113
B02682,12-02-2015 16:56,B02682,170
B02764,06-06-2015 07:41,B00628,79
B02598,09-01-2015 08:26,B02598,263
B02765,26-03-2015 19:21,B02765,144
B02598,25-01-2015 16:46,B02598,128
B02598,05-06-2015 15:28,B02598,164
B02764,24-03-2015 22:04,B02764,113
B02598,20-06-2015 01:34,B02598,163
B02764,25-02-2015 17:10,B00227,234
B02764,18-01-2015 17:50,B02764,246
B02764,28-04-2015 19:13,B02764,234
B02764,08-03-2015 14:21,B02764,163
B02764,07-02-2015 00:52,B02764,238
B02764,24-05-2015 12:35,B02764,80
B02617,17-01-2015 00:56,B02617,158
B02512,23-02-2015 19:56,B02764,4
B02682,23-04-2015 18:37,B02682,114
B02682,22-03-2015 20:37,B02764,50
B02764,09-04-2015 19:35,B02789,166
B02764,22-04-2015 15:42,B02764,164
B02617,19-05-2015 18:23,B02617,43
B02682,20-03-2015 20:46,B02682,48
B02682,10-04-2015 10:13,B02682,33
B02598,26-02-2015 16:01,B02598,234
B02512,01-03-2015 22:45,B02512,144
B02764,26-01-2015 07:29,B02764,100
B02682,28-06-2015 02:35,B02682,17
B02598,14-05-2015 19:37,B02598,75
B02764,13-03-2015 21:26,B00254,142
B02617,05-02-2015 20:52,B02617,231
B02764,11-01-2015 03:56,B02764,114
B02598,22-04-2015 14:40,B02598,10
B02598,26-06-2015 10:19,B02598,138
B02682,11-04-2015 23:40,B02682,229
B02764,21-06-2015 17:18,B02788,162
B02682,27-05-2015 20:50,B02682,237
B02765,18-05-2015 11:08,B02682,230
B02764,10-04-2015 01:44,B02764,36
B02764,22-01-2015 10:35,B02764,148
B02764,05-01-2015 13:33,B02764,234
B02598,22-01-2015 05:47,B02598,134
B02764,12-05-2015 12:16,B02764,234
B02598,20-05-2015 18:30,B02598,100
B02682,31-03-2015 20:24,B02682,196
B02598,27-06-2015 17:46,B02598,4
B02512,23-02-2015 20:16,B02512,239
B02764,03-06-2015 23:36,B02764,181
B02617,13-02-2015 15:13,B02617,68
B02764,24-03-2015 21:37,B02749,163
B02764,13-01-2015 18:45,B02764,163
B02764,11-03-2015 14:27,B02764,255
B02682,03-04-2015 17:11,B00271,233
B02764,21-06-2015 14:14,B02764,189
B02682,16-05-2015 00:41,B02682,255
B02617,01-01-2015 04:04,B02617,97
B02617,18-03-2015 22:52,B02764,249
B02764,14-01-2015 22:41,B02764,249
B02682,22-02-2015 14:59,B02682,65
B02617,29-03-2015 05:29,B02617,37
B02764,25-06-2015 17:02,B02682,45
B02764,26-04-2015 15:11,B02764,170
B02764,21-06-2015 16:39,B02764,246
B02682,10-06-2015 21:26,B02682,113
B02617,12-02-2015 22:12,B02617,61
B02764,06-02-2015 17:19,B02764,13
B02617,12-02-2015 09:53,B02617,71
B02617,28-02-2015 01:16,B02617,20
B02764,07-05-2015 17:43,B02682,164
B02764,23-05-2015 22:37,B02342,140
B02764,19-04-2015 14:55,B02764,62
B02764,16-05-2015 19:14,B02764,168
B02617,10-06-2015 20:51,B02617,48
B02617,13-02-2015 07:07,B02617,238
B02764,26-03-2015 14:22,B02764,26
B02682,20-01-2015 09:28,B02682,239
B02598,28-01-2015 19:31,B02598,143
B02617,28-01-2015 04:31,B02617,100
B02764,14-03-2015 17:02,B02764,138
B02617,29-03-2015 20:51,B02617,48
B02617,30-05-2015 19:53,B02617,145
B02764,09-05-2015 23:00,B02764,160
B02764,22-04-2015 05:28,B00789,263
B02617,07-02-2015 19:09,B02617,140
B02598,25-02-2015 22:49,B02598,161
B02764,07-01-2015 15:02,B02764,43
B02682,08-04-2015 22:55,B02764,50
B02764,21-03-2015 09:42,B02764,97
B02764,22-06-2015 02:55,B02382,61
B02682,02-04-2015 19:19,B02682,141
B02764,21-05-2015 07:49,B02682,79
B02598,06-02-2015 07:11,B02598,112
B02617,25-06-2015 01:55,B02617,87
B02764,16-04-2015 10:53,B02764,79
B02764,25-06-2015 21:50,B02682,148
B02617,17-01-2015 11:45,B02617,48
B02764,22-02-2015 02:41,B02764,114
B02764,07-01-2015 20:03,B01899,100
B02765,17-04-2015 06:13,B02765,50
B02617,25-04-2015 06:43,B02617,255
